OTU	SMPL97	SMPL93	SMPL91	SMPL9	SMPL81	SMPL79	SMPL75	SMPL71	SMPL69	SMPL65	SMPL63	SMPL61	SMPL73	SMPL57	SMPL89	SMPL55	SMPL51	SMPL5	SMPL47	SMPL85	SMPL41	SMPL231	SMPL291	SMPL285	SMPL219	SMPL321	SMPL237	SMPL145	SMPL241	SMPL3	SMPL211	SMPL279	SMPL99	SMPL21	SMPL207	SMPL203	SMPL205	SMPL165	SMPL215	SMPL149	SMPL187	SMPL185	SMPL181	SMPL49	SMPL329	SMPL379	SMPL175	SMPL23	SMPL77	SMPL17	SMPL261	SMPL221	SMPL359	SMPL167	SMPL201	SMPL127	SMPL273	SMPL19	SMPL191	SMPL35	SMPL229	SMPL297	SMPL123	SMPL121	SMPL209	SMPL1	SMPL223	SMPL119	SMPL235	SMPL225	SMPL29	SMPL33	SMPL331	SMPL83	SMPL179	SMPL233	SMPL67	SMPL397	SMPL143	SMPL263	SMPL355	SMPL213	SMPL129	SMPL11	SMPL113	SMPL105	SMPL139	SMPL161	SMPL147	SMPL109	SMPL257	SMPL27	SMPL303	SMPL171	SMPL345	SMPL385	SMPL399	SMPL163	SMPL357	SMPL131	SMPL173	SMPL155	SMPL253	SMPL95	SMPL137	SMPL243	SMPL311	SMPL333	SMPL111	SMPL339	SMPL239	SMPL43	SMPL169	SMPL183	SMPL103	SMPL277	SMPL135	SMPL195	SMPL87	SMPL13	SMPL133	SMPL115	SMPL189	SMPL141	SMPL381	SMPL227	SMPL117	SMPL15	SMPL151	SMPL301	SMPL157	SMPL245	SMPL247	SMPL153	SMPL249	SMPL25	SMPL59	SMPL255	SMPL259	SMPL107	SMPL393	SMPL265	SMPL361	SMPL295	SMPL271	SMPL275	SMPL281	SMPL283	SMPL335	SMPL287	SMPL317	SMPL293	SMPL299	SMPL305	SMPL307	SMPL177	SMPL309	SMPL217	SMPL31	SMPL193	SMPL319	SMPL199	SMPL313	SMPL315	SMPL323	SMPL289	SMPL325	SMPL125	SMPL327	SMPL337	SMPL159	SMPL341	SMPL343	SMPL347	SMPL349	SMPL351	SMPL353	SMPL363	SMPL197	SMPL365	SMPL7	SMPL269	SMPL39	SMPL367	SMPL45	SMPL37	SMPL371	SMPL267	SMPL373	SMPL53	SMPL251	SMPL101	SMPL375	SMPL377	SMPL383	SMPL369	SMPL387	SMPL389	SMPL391	SMPL395
OTU21	0	1	1	1	55	18	0	0	3	5	1	2	2	0	2	0	0	0	11	0	4	17	0	27	5	0	2	12	0	0	0	2	1	0	0	2	0	1	0	0	0	0	2	0	0	1	4	0	0	0	31	30	1	0	1	2	15	0	1	1	0	0	8	23	8	2	20	0	1	0	4	1	3	0	1	2	0	29	0	6	1	0	0	3	0	3	0	0	5	0	7	94	0	94	14	0	39	0	2	1	2	0	0	0	1	0	0	7	0	0	25	2	12	4	0	6	0	1	5	0	1	0	0	0	7	0	0	0	1	0	2	1	0	1	4	0	0	0	0	4	1	1	149	0	0	13	0	12	0	1	4	0	1	0	0	34	1	3	7	2	0	0	0	3	0	0	0	0	1	1	0	6	7	0	0	9	3	2	0	1	3	0	6	8	2	2	0	0	0	6	85	1	2	0	0	0	35	9	3	4
OTU22	0	0	1	1	72	23	1	0	4	7	0	6	5	8	3	1	5	0	0	0	0	3	0	28	1	0	2	7	2	0	0	2	0	0	0	1	0	3	0	1	0	3	4	0	1	2	7	0	1	0	42	6	1	0	0	4	20	0	2	1	0	0	9	9	4	0	4	0	0	0	0	0	4	3	3	1	0	28	0	0	0	0	1	0	0	0	0	1	3	0	9	13	0	68	15	6	47	0	3	4	3	0	0	2	2	0	0	2	0	0	7	0	15	7	0	9	0	2	4	0	3	0	1	0	3	0	0	0	3	0	0	0	0	3	2	0	2	0	1	0	1	0	32	3	7	38	1	54	0	1	8	0	0	0	0	40	1	1	2	2	1	0	1	5	0	0	1	1	1	7	0	10	8	1	0	17	6	4	0	0	0	0	2	7	1	1	2	11	0	6	225	0	6	0	1	0	4	18	14	5
OTU23	0	0	0	0	124	34	0	0	2	2	0	4	1	7	0	0	0	0	1	0	1	4	0	28	1	0	4	6	3	1	0	1	1	0	0	1	0	4	0	0	0	0	0	0	0	1	2	0	1	0	41	9	1	0	1	7	27	1	1	1	0	0	5	19	8	2	21	0	0	0	0	0	0	2	2	0	0	28	0	7	0	0	0	0	1	4	0	1	3	0	6	9	0	74	8	0	66	0	2	0	0	0	1	1	1	0	0	8	0	0	9	0	9	3	0	7	0	2	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	1	191	1	10	24	1	55	0	2	3	0	0	0	0	34	3	0	1	0	1	0	0	4	0	0	2	0	2	1	0	4	2	1	0	7	5	2	1	3	1	0	4	7	0	1	2	3	1	4	8	0	3	0	0	0	9	25	12	8
OTU24	0	0	0	1	123	31	2	1	3	7	0	9	1	5	0	0	0	0	2	0	1	2	1	23	0	0	1	1	2	0	0	0	1	0	0	3	0	5	1	0	0	2	1	1	0	1	2	0	0	0	23	4	4	0	0	2	23	0	2	0	0	0	5	8	4	2	8	0	0	0	2	0	1	2	1	0	0	22	0	8	0	1	0	0	0	4	0	2	1	0	4	15	0	84	9	2	57	0	1	0	1	0	0	0	1	0	1	5	0	1	5	0	9	4	0	9	0	0	13	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	3	0	0	197	2	12	17	0	46	0	4	3	0	0	0	0	25	0	0	0	1	0	0	0	5	0	0	1	0	0	2	0	5	2	1	0	18	5	0	0	1	1	0	0	13	0	0	2	8	0	5	10	2	0	0	0	0	21	18	11	10
OTU25	0	0	0	0	18	14	0	0	0	3	0	2	0	2	0	0	3	0	1	0	2	0	0	11	2	0	1	1	0	0	0	0	1	0	0	0	0	2	0	1	0	2	9	0	0	1	3	0	0	0	10	1	0	0	0	8	6	0	1	0	0	0	6	7	4	1	10	0	0	0	0	0	1	2	8	0	0	11	0	0	0	0	0	0	0	1	0	0	3	0	2	24	0	156	3	2	31	0	0	2	1	1	0	0	0	0	0	4	0	0	2	0	3	4	0	4	0	0	3	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	152	1	2	19	0	25	1	2	3	0	0	0	1	27	0	1	1	0	1	0	2	3	0	0	0	0	0	1	0	1	0	0	1	4	0	5	1	12	1	0	1	3	0	0	0	5	4	4	261	0	1	0	0	1	4	5	1	2
OTU26	0	0	0	0	19	18	0	0	2	3	0	1	0	2	0	0	4	0	1	0	0	0	0	11	1	0	2	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	8	0	0	1	0	0	0	0	7	3	0	0	1	6	7	0	1	1	0	0	5	9	2	4	10	0	0	0	0	0	1	2	3	0	0	5	0	0	0	0	2	0	0	0	0	0	3	0	6	17	0	141	2	2	25	0	1	0	0	0	0	1	1	0	0	2	0	0	2	0	5	2	0	1	0	0	4	0	1	0	1	0	9	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	168	1	3	18	0	30	0	2	4	0	0	0	0	22	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	2	0	0	0	1	0	10	0	9	0	0	2	2	0	1	1	5	2	2	240	0	0	0	0	0	12	8	2	2
OTU27	0	0	2	1	42	24	0	0	7	10	0	10	1	6	0	1	0	0	2	0	1	2	2	13	3	3	2	7	2	0	0	1	2	0	0	1	0	2	0	0	1	0	6	0	0	0	4	0	0	0	46	8	0	0	2	5	15	1	1	1	0	0	2	11	9	3	10	0	0	0	4	0	1	1	1	1	0	15	0	0	1	0	1	2	0	1	0	0	5	1	12	39	1	73	5	1	36	0	0	0	1	0	1	0	0	0	1	5	0	1	10	0	3	6	0	4	0	0	2	0	0	0	1	0	7	0	0	0	0	0	0	0	0	1	6	0	0	0	0	2	1	0	140	1	2	12	0	10	0	3	3	0	0	0	1	22	0	0	3	0	0	0	1	1	0	0	0	1	0	3	0	4	6	0	1	5	4	6	0	0	0	0	4	9	1	1	1	0	0	10	29	0	1	1	0	0	58	38	6	5
OTU28	0	0	0	1	95	30	1	1	3	2	0	1	3	3	0	0	1	0	2	0	0	2	0	35	1	0	1	7	0	0	1	1	0	0	1	0	0	2	0	0	0	2	1	0	0	2	4	0	0	0	9	1	2	0	1	8	19	0	1	0	0	0	11	9	4	4	17	0	0	0	0	0	0	1	1	0	0	14	0	3	1	0	0	1	0	1	0	1	1	1	5	2	0	61	6	3	46	0	0	0	0	1	0	0	0	0	1	2	0	0	8	0	4	3	0	10	0	0	6	0	3	0	0	0	1	0	0	0	1	0	1	0	0	2	3	0	0	0	0	4	0	1	146	0	2	12	1	40	0	0	4	0	0	0	0	19	0	0	2	0	0	1	1	2	0	0	0	0	0	4	0	3	4	3	0	9	4	2	0	1	0	0	3	2	0	0	3	4	0	1	58	0	2	0	0	1	2	5	4	4
OTU29	0	0	2	2	60	12	0	0	6	8	0	6	2	6	1	0	0	0	1	0	1	3	1	11	5	1	2	5	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	40	8	1	0	1	6	12	0	0	0	0	0	5	5	2	2	12	0	0	0	1	0	1	0	1	0	0	23	0	0	2	0	1	1	0	1	0	0	6	0	4	38	0	74	6	0	39	0	1	0	0	0	0	0	1	0	1	4	0	0	9	0	10	6	0	1	0	2	1	0	1	0	0	0	7	0	0	0	0	0	0	1	0	1	7	1	0	0	0	2	1	0	103	1	2	10	0	11	0	1	1	0	0	0	0	18	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	11	7	1	1	0	2	0	3	5	1	1	0	2	0	4	32	0	1	0	1	0	57	26	4	0
OTU30	0	0	1	0	43	17	0	0	9	5	0	4	2	3	1	3	1	0	2	0	6	4	0	12	3	2	10	5	3	0	0	1	0	0	0	0	0	4	0	1	0	1	5	2	0	2	6	0	1	0	33	84	2	0	1	2	10	0	0	2	0	0	1	5	3	3	9	0	0	0	7	2	0	1	2	2	0	15	0	0	0	0	0	1	0	3	0	0	4	0	11	38	0	47	10	3	16	0	4	0	3	0	0	0	1	0	0	10	0	1	7	0	5	7	0	4	0	0	2	0	3	0	0	0	3	0	0	0	0	0	0	0	0	1	7	0	1	0	0	2	1	0	18	1	2	6	0	12	0	0	15	0	0	0	0	9	1	2	5	2	1	0	0	3	0	0	2	2	1	1	0	13	6	1	0	12	6	5	0	0	0	0	0	6	1	8	2	1	0	2	36	0	3	0	1	0	46	12	7	1
OTU31	0	1	1	0	52	9	1	0	10	6	1	6	2	9	1	0	1	0	2	0	3	3	0	9	7	0	14	2	0	0	0	2	2	0	0	0	0	4	0	0	0	1	5	2	0	1	6	0	1	0	31	67	1	0	1	3	13	0	1	3	0	0	2	5	4	3	10	0	2	0	8	1	1	1	4	2	0	14	0	1	0	0	0	0	0	1	0	2	1	0	10	33	0	38	9	1	29	0	2	1	2	0	0	0	2	0	0	14	0	0	11	0	2	6	0	0	0	0	2	0	4	0	0	0	2	0	0	0	4	0	0	1	0	1	3	0	0	0	0	1	0	0	17	1	3	15	2	11	0	1	12	0	0	0	0	11	0	3	1	2	0	0	0	2	0	0	1	1	0	2	1	4	2	0	0	9	9	4	2	3	2	0	3	4	6	3	0	2	0	6	29	0	2	0	0	0	57	16	8	1
OTU32	0	0	0	0	47	6	0	0	11	3	1	2	2	5	0	2	0	0	2	0	2	3	2	6	0	0	5	6	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	4	0	0	0	35	11	0	0	0	7	10	0	1	0	0	0	0	5	1	5	9	0	0	0	4	0	1	0	6	2	0	12	0	4	1	0	2	4	0	0	0	0	1	0	7	17	0	65	6	2	20	0	1	1	2	0	1	0	0	0	0	0	0	0	11	0	5	2	0	2	0	2	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	28	1	3	7	0	6	0	1	2	0	0	0	0	35	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	1	6	3	3	0	1	0	0	5	8	0	2	3	1	0	6	20	0	0	0	0	0	51	10	2	3
OTU33	0	0	0	0	19	5	0	0	0	0	0	1	0	4	0	0	0	0	7	0	2	8	0	2	3	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	1	0	0	8	7	2	0	0	1	3	0	1	2	0	0	0	2	1	1	25	0	0	0	0	0	0	1	1	3	0	9	0	3	2	0	0	0	0	0	0	0	4	0	0	53	0	5	0	0	29	1	1	0	0	0	0	1	0	0	0	2	0	0	14	0	6	3	1	1	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	152	0	0	1	0	2	0	1	0	0	0	0	1	31	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	1	5	1	0	15	1	0	2	1	2	0	8	3	0	1	0	0	0	1	0	0	1	0	1	0	52	12	3	5
OTU34	0	1	1	2	40	9	2	0	1	5	0	3	1	2	1	0	0	0	2	0	2	5	0	11	0	1	4	8	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	4	0	0	0	15	6	1	0	1	3	12	0	1	0	0	0	0	2	12	8	13	0	0	0	0	0	1	0	1	0	0	17	0	1	1	0	0	2	0	1	0	0	1	0	1	25	0	45	7	2	29	0	2	0	0	0	0	1	0	0	0	7	0	0	6	0	3	6	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	5	1	0	0	0	2	1	0	80	1	2	10	1	7	0	0	1	0	0	0	0	23	1	2	3	1	1	0	0	4	0	0	0	0	1	1	1	5	1	0	0	7	3	4	0	0	0	0	4	14	0	0	0	0	0	2	5	0	3	0	0	0	10	6	7	3
OTU35	0	0	0	13	19	5	1	0	13	1	0	15	0	1	0	0	0	0	2	0	2	0	0	6	0	0	0	19	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	71	5	0	0	8	2	2	0	1	0	0	0	0	2	69	45	3	0	0	0	2	0	0	1	0	0	0	33	0	1	0	0	0	1	0	6	0	0	1	1	1	11	0	14	12	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	1	4	0	1	0	1	1	0	0	0	0	10	1	1	0	7	0	0	0	0	0	0	1	0	1	3	1	2	0	0	0	2	11	0	0	0	1	0	1	2	0	1	1	0	0	6	3	1	0	0	0	0	36	3	0	0
OTU36	0	0	0	8	16	2	0	0	6	1	0	24	0	2	0	0	0	0	0	0	2	0	0	6	0	0	1	10	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	59	3	0	0	9	0	2	0	0	0	0	0	4	2	66	48	4	0	0	0	2	0	0	1	2	2	0	25	0	2	0	0	0	1	0	4	0	1	0	2	1	12	0	12	13	18	4	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	4	0	17	3	2	0	0	2	0	0	0	0	0	1	0	8	4	0	1	15	0	1	0	0	0	0	0	0	1	3	0	2	0	0	0	3	8	1	0	0	0	0	0	1	1	0	0	0	0	7	4	0	0	0	0	0	36	3	1	0
OTU37	0	0	0	1	24	3	0	0	16	11	0	12	0	34	0	1	0	0	0	0	0	0	6	11	0	0	0	3	2	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	70	0	1	0	0	4	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	40	2	0	10	2	0	12	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	4	2	0	0	0	0	1	0	2	0	0	0	2	0	0	0	1	0	1	0	0	0	13	0	0	0	0	19	0	0	26	0	0	3	0	1	0	0	2	0	0	0	2	7	2	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	4	30	0	1	0	0	0	1	88	2	0
OTU38	0	0	0	0	11	3	0	0	0	1	0	1	1	2	0	0	0	0	6	0	0	4	3	4	2	1	1	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	1	3	1	0	0	7	5	2	0	1	0	9	0	1	1	0	0	0	4	1	0	16	0	1	0	1	0	0	0	0	1	0	9	0	3	1	0	0	0	0	1	0	1	3	0	0	54	0	10	3	0	25	0	0	0	0	1	0	0	0	0	0	1	0	0	15	0	7	3	0	0	0	1	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	121	0	0	0	0	4	0	1	0	0	0	0	1	15	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	8	1	0	9	0	0	1	0	2	0	4	3	0	0	0	0	0	1	0	0	1	0	0	0	67	3	4	4
OTU39	0	0	0	1	44	8	0	0	0	2	0	1	1	2	1	0	0	0	2	0	3	1	1	10	1	1	3	5	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	5	0	0	0	9	7	0	0	1	1	13	0	0	0	0	0	1	7	6	3	8	0	0	0	1	0	1	0	3	0	0	15	0	1	0	0	0	1	0	0	0	0	0	0	3	18	0	49	8	2	20	0	1	0	0	0	0	1	0	0	0	3	0	0	5	0	5	8	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	2	0	1	55	1	3	6	1	8	0	0	1	0	0	0	0	19	2	0	0	3	0	0	2	0	0	0	1	0	1	1	0	4	4	1	0	13	2	4	0	1	0	0	2	14	0	1	1	0	0	4	4	0	2	0	1	0	15	4	6	1
OTU40	0	0	1	2	1	15	0	0	0	5	0	2	8	13	1	0	0	0	3	0	0	3	1	3	3	0	1	0	1	0	0	1	1	0	0	0	0	3	0	0	0	4	4	1	0	1	15	0	0	0	12	5	0	0	0	1	12	1	1	1	0	0	5	1	2	4	1	0	0	0	0	0	0	1	1	1	0	12	0	3	0	0	0	1	0	0	0	0	1	0	18	10	0	45	0	1	17	0	2	0	1	0	3	2	0	0	0	7	0	0	1	0	5	24	0	1	0	0	0	0	3	0	0	0	2	0	0	0	2	0	0	0	1	3	0	0	0	0	0	1	0	1	78	0	2	3	0	12	0	1	3	0	0	0	0	29	1	0	2	1	2	1	0	4	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	3	1	0	0	8	20	2	0
OTU41	0	0	0	0	18	3	0	0	10	9	0	15	0	40	0	0	0	0	1	0	0	1	6	5	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	57	2	0	1	0	4	7	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	3	0	1	1	0	0	0	29	1	0	15	1	1	11	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	23	0	0	0	0	15	1	0	16	0	0	4	0	1	0	0	2	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	1	0	0	0	0	1	0	1	0	0	1	0	2	36	0	0	0	0	0	3	86	0	1
OTU42	0	0	0	0	38	23	0	0	0	1	0	3	2	1	0	0	0	0	0	0	2	3	0	6	1	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	8	6	0	0	0	0	8	0	0	2	0	0	2	4	2	1	8	0	0	0	0	0	0	0	0	1	0	14	0	5	0	0	0	1	0	0	0	0	1	0	13	15	0	35	1	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	15	1	1	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	81	1	1	8	0	4	0	1	1	0	0	0	0	11	1	4	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	3	3	3	0	4	0	0	1	2	1	0	0	2	0	1	1	0	1	0	1	0	51	5	1	2
OTU43	0	0	0	3	48	21	1	0	0	1	0	1	0	3	0	0	0	0	0	0	0	1	1	20	2	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	10	1	1	0	3	3	4	0	0	0	0	0	6	5	21	4	8	0	0	0	1	0	2	0	2	0	0	7	0	0	0	0	1	0	0	0	0	0	1	0	0	11	0	37	4	1	15	0	0	0	1	0	0	1	0	0	0	4	0	0	3	0	1	0	0	3	0	0	6	0	1	0	0	0	3	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	0	73	0	1	5	0	8	0	2	0	0	0	0	0	11	0	0	0	2	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	2	2	0	0	3	0	0	0	2	1	0	0	2	0	1	12	0	0	0	0	0	11	7	2	2
OTU44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU45	0	0	1	0	39	3	2	0	1	5	0	2	5	3	0	2	0	0	2	0	0	1	0	3	1	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1	0	0	0	5	22	0	0	1	1	10	0	0	0	0	0	6	2	3	0	2	0	0	0	1	1	10	1	2	0	0	4	0	3	0	0	1	0	0	0	0	1	1	0	4	2	0	27	1	0	18	0	1	2	0	0	0	0	0	0	0	10	0	0	5	0	2	4	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0	0	25	0	44	0	1	5	0	0	0	0	5	0	0	0	0	0	0	0	17	0	0	3	2	0	0	0	1	2	0	0	2	0	0	0	2	0	0	0	0	1	2	1	6	0	2	16	0	1	0	0	0	2	6	7	3
OTU46	0	0	0	2	35	20	0	0	0	1	0	1	2	4	0	0	0	0	0	0	1	1	1	8	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	1	0	3	2	0	0	0	1	3	0	2	0	0	0	3	3	8	9	8	0	0	0	1	0	1	1	1	0	0	13	0	3	0	0	2	0	0	1	0	0	2	0	0	10	0	28	0	5	18	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	5	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	84	1	4	5	0	8	0	1	2	0	0	0	0	10	0	0	1	4	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	8	2	1	0	1	1	0	0	2	0	0	0	2	0	0	12	0	0	0	0	0	3	10	5	4
OTU47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU48	0	0	0	0	17	10	0	0	5	3	0	2	1	6	0	1	1	0	4	0	3	4	1	6	0	2	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	4	0	0	0	17	10	0	0	0	0	8	0	2	2	0	0	1	0	4	1	10	0	1	0	3	2	0	1	2	3	0	12	0	1	0	0	0	0	0	1	0	0	1	0	4	12	0	48	7	0	13	0	2	0	0	0	0	0	0	0	0	1	0	0	10	0	4	5	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	2	0	0	2	0	0	0	0	0	2	0	1	5	1	1	2	0	5	0	2	2	0	0	0	0	14	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	5	0	1	0	4	3	1	0	0	2	0	0	3	3	0	3	0	0	3	11	0	3	0	0	0	31	8	2	1
OTU49	0	0	0	0	64	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	4	7	0	1	0	0	0	2	4	0	0	6	0	0	0	0	0	2	0	0	0	0	11	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	14	3	1	29	0	0	0	0	0	0	1	0	0	0	6	0	0	2	0	0	2	0	3	0	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	114	0	0	7	0	16	0	0	2	0	0	0	0	13	0	0	0	0	0	0	2	1	0	0	1	2	0	0	0	1	3	0	0	3	2	0	1	0	0	0	1	4	0	0	0	2	0	0	9	0	2	0	0	0	0	3	5	0
OTU50	0	0	0	0	231	5	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	39	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	19	0
OTU51	0	0	0	1	34	5	0	0	2	2	0	0	6	4	0	0	1	0	0	0	1	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	2	2	0	2	0	5	24	1	0	0	1	12	0	1	0	0	0	7	0	1	0	1	0	0	0	0	0	3	0	2	0	0	5	0	3	0	0	0	0	0	2	1	0	0	0	2	1	0	19	3	0	15	0	0	7	0	0	0	0	0	0	0	5	0	0	2	0	3	3	0	0	0	0	1	0	4	0	1	0	2	0	0	0	1	0	0	0	0	1	3	0	0	1	0	0	1	1	19	0	0	2	0	6	0	0	10	0	0	0	0	13	0	0	0	1	0	0	0	25	0	0	0	4	0	0	0	1	1	0	0	4	1	0	0	0	0	0	1	1	0	3	1	2	1	0	21	0	0	0	1	0	2	4	4	0
